"Novo Horizonte","Porto Velho","RO"
"Areia Branca","Porto Velho","RO"
"Cascalheira","Porto Velho","RO"
"Escola de Polícia","Porto Velho","RO"
"Teixeirão","Porto Velho","RO"
"Planalto","Porto Velho","RO"
"Lagoinha","Porto Velho","RO"
"Três Marias","Porto Velho","RO"
"Cuniã","Porto Velho","RO"
"Igarapé","Porto Velho","RO"
"Aponiã","Porto Velho","RO"
"Conceição","Porto Velho","RO"
"Centenário","Rolim de Moura","RO"
"Jardim Tropical","Rolim de Moura","RO"
"São Cristóvão","Rolim de Moura","RO"
"Beira Rio","Rolim de Moura","RO"
"Olímpico","Rolim de Moura","RO"
"Boa Esperança","Rolim de Moura","RO"
"Cidade Alta","Rolim de Moura","RO"
"Bairro Industrial","Rolim de Moura","RO"
"Planalto","Rolim de Moura","RO"
"Nova Morada","Rolim de Moura","RO"
"Centro","Rolim de Moura","RO"
"Mutirão","Rolim de Moura","RO"
"Jardim Eldorado","Vilhena","RO"
"Parque São Paulo","Vilhena","RO"
"Jardim América","Vilhena","RO"
"Alto Alegre","Vilhena","RO"
"Marcos Freire","Vilhena","RO"
"Tancredo Neves","Vilhena","RO"
"Nova Esperança","Vilhena","RO"
"Centro","São Miguel do Guaporé","RO"
"Novo Oriente","São Miguel do Guaporé","RO"
"Cristo Rei","São Miguel do Guaporé","RO"
"Planalto","São Miguel do Guaporé","RO"
"Centro","Nova Mamoré","RO"
"São José","Nova Mamoré","RO"
"Santa Luzia","Nova Mamoré","RO"
"Planalto","Nova Mamoré","RO"
"Nossa Senhora de Fátima","Nova Mamoré","RO"
"Cidade Nova","Nova Mamoré","RO"
"João Clímaco","Nova Mamoré","RO"
"Centro","Seringueiras","RO"
"Cristo Rei","Seringueiras","RO"
"São José","Seringueiras","RO"
"Jardim das Américas","Seringueiras","RO"
"Bela Vista","Seringueiras","RO"
"Novo Horizonte","Urupá","RO"
"Santíssima Trindade","Urupá","RO"
"Alto Alegre","Urupá","RO"
"Centro","Urupá","RO"
"Sumaúma","Urupá","RO"
"Centro","Amaturá","AM"
"São Francisco","Amaturá","AM"
"Santa Etelvina","Amaturá","AM"
"Centro","Barcelos","AM"
"São Sebastião","Barcelos","AM"
"São Francisco","Barcelos","AM"
"Nossa Senhora de Nazaré","Barcelos","AM"
"Nossa Senhora Aparecida","Barcelos","AM"
"Marivá","Barcelos","AM"
"Morara","Barcelos","AM"
"Santo Antônio","Barcelos","AM"
"Centro","Barreirinha","AM"
"São Judas Tadeu","Barreirinha","AM"
"São Benedito","Barreirinha","AM"
"Urbano Novo","Barreirinha","AM"
"Beira Rio","Barreirinha","AM"
"Centro","Benjamin Constant","AM"
"Coimbra","Benjamin Constant","AM"
"Colônia","Benjamin Constant","AM"
"Cohabam","Benjamin Constant","AM"
"Javarizinho","Benjamin Constant","AM"
"Umarizal","Benjamin Constant","AM"
"Bom Jardim","Benjamin Constant","AM"
"Cidade Nova","Benjamin Constant","AM"
"Castanhal","Benjamin Constant","AM"
"Praia do Gado","Boca do Acre","AM"
"Platô do Piquiá","Boca do Acre","AM"
"Fortaleza","Boca do Acre","AM"
"Macaxeiral","Boca do Acre","AM"
"Lago Novo","Boca do Acre","AM"
"Centro","Borba","AM"
"São Sebastião","Borba","AM"
"Ipiranga","Borba","AM"
"Cristo Rei","Borba","AM"
"Recreio","Borba","AM"
"Centro","Carauari","AM"
"Fátima","Carauari","AM"
"Samuel Amaral","Carauari","AM"
"Nova República","Carauari","AM"
"Urbano Centro","Careiro","AM"
"Urbano Vista Alegre","Careiro","AM"
"Urbano Horizonte","Careiro","AM"
"Urbano Industrial","Careiro","AM"
"Urbano Sebastião Borges","Careiro","AM"
"Do Pera","Coari","AM"
"Chagas Aguiar","Coari","AM"
"Santa Helena","Coari","AM"
"Duque de Caxias","Coari","AM"
"Itamarati","Coari","AM"
"Santa Efigênia","Coari","AM"
"União","Coari","AM"
"Urucu","Coari","AM"
"Espírito Santo","Coari","AM"
"Tauá Mirim","Coari","AM"
"Centro","Coari","AM"
"Centro","Eirunepé","AM"
"Nossa Senhora do Perpétuo Socorro","Eirunepé","AM"
"Santo Antônio","Eirunepé","AM"
"Nossa Senhora Aparecida","Eirunepé","AM"
"Nossa Senhora de Fátima","Eirunepé","AM"
"São José","Eirunepé","AM"
"São Domingos Sávio","Humaitá","AM"
"Nova Humaitá","Humaitá","AM"
"São Pedro","Humaitá","AM"
"São Sebastião","Humaitá","AM"
"São Francisco","Humaitá","AM"
"Santo Antônio","Humaitá","AM"
"Novo Centenário","Humaitá","AM"
"São José","Humaitá","AM"
"Centro","Humaitá","AM"
"São Cristóvão","Humaitá","AM"
"Nossa Senhora do Carmo","Humaitá","AM"
"Divino Pranto","Humaitá","AM"
"Nova Esperança","Humaitá","AM"
"Centro","Itacoatiara","AM"
"Colônia","Itacoatiara","AM"
"Jauary","Itacoatiara","AM"
"Prainha","Itacoatiara","AM"
"Pedreiras","Itacoatiara","AM"
"Do Iracy","Itacoatiara","AM"
"Santa Luzia","Itacoatiara","AM"
"São Jorge","Itacoatiara","AM"
"Santo Antônio","Itacoatiara","AM"
"Araújo Costa","Itacoatiara","AM"
"São Cristóvão","Itacoatiara","AM"
"São Francisco","Itacoatiara","AM"
"Tiradentes","Itacoatiara","AM"
"Florestal","Itacoatiara","AM"
"da Paz","Itacoatiara","AM"
"Eduardo Braga I","Itacoatiara","AM"
"Eduardo Braga II","Itacoatiara","AM"
"Mamoud Amed","Itacoatiara","AM"
"Jauary II","Itacoatiara","AM"
"Jardim Adriana","Itacoatiara","AM"
"Mutirão","Itacoatiara","AM"
"Nogueira Junior","Itacoatiara","AM"
"Jardim Lorena","Itacoatiara","AM"
"Centenário","Itacoatiara","AM"
"Bairro da Fonte","Lábrea","AM"
"Centro","Lábrea","AM"
"São José","Lábrea","AM"
"Barra Limpa","Lábrea","AM"
"Nossa Senhora de Fátima","Lábrea","AM"
"Vila Falcão","Lábrea","AM"
"Pantanal","Lábrea","AM"
"Bairro Novo","Lábrea","AM"
"Centro","Manacapuru","AM"
"Aparecida","Manacapuru","AM"
"Biribiri","Manacapuru","AM"
"Liberdade","Manacapuru","AM"
"Morada do Sol","Manacapuru","AM"
"São Francisco","Manacapuru","AM"
"São José","Manacapuru","AM"
"Terra Preta","Manacapuru","AM"
"União","Manacapuru","AM"
"Correnteza","Manacapuru","AM"
"Nova Manacá","Manacapuru","AM"
"Centro","Manaus","AM"
"Nossa Senhora Aparecida","Manaus","AM"
"Presidente Vargas","Manaus","AM"
"Praça 14 de Janeiro","Manaus","AM"
"Cachoeirinha","Manaus","AM"
"São Raimundo","Manaus","AM"
"Glória","Manaus","AM"
"Santo Antônio","Manaus","AM"
"Vila da Prata","Manaus","AM"
"Compensa","Manaus","AM"
"São Jorge","Manaus","AM"
"Santo Agostinho","Manaus","AM"
"Nova Esperança","Manaus","AM"
"Lírio do Vale","Manaus","AM"
"Planalto","Manaus","AM"
"Alvorada","Manaus","AM"
"Redenção","Manaus","AM"
"Da Paz","Manaus","AM"
"Raiz","Manaus","AM"
"São Francisco","Manaus","AM"
"Petrópolis","Manaus","AM"
"Japiim","Manaus","AM"
"Coroado","Manaus","AM"
"Educandos","Manaus","AM"
"Santa Luzia","Manaus","AM"
"Morro da Liberdade","Manaus","AM"
"Betânia","Manaus","AM"
"Colônia Oliveira Machado","Manaus","AM"
"São Lázaro","Manaus","AM"
"Crespo","Manaus","AM"
"Vila Buriti","Manaus","AM"
"Distrito Industrial I","Manaus","AM"
"Mauazinho","Manaus","AM"
"Colônia Antônio Aleixo","Manaus","AM"
"Puraquequara","Manaus","AM"
"Dom Pedro I","Manaus","AM"
"Flores","Manaus","AM"
"Parque 10 de Novembro","Manaus","AM"
"Aleixo","Manaus","AM"
"Adrianópolis","Manaus","AM"
"Nossa Senhora das Graças","Manaus","AM"
"São Geraldo","Manaus","AM"
"Chapada","Manaus","AM"
"Colônia Santo Antônio","Manaus","AM"
"Novo Israel","Manaus","AM"
"Colônia Terra Nova","Manaus","AM"
"Santa Etelvina","Manaus","AM"
"Monte das Oliveiras","Manaus","AM"
"Cidade Nova","Manaus","AM"
"Ponta Negra","Manaus","AM"
"Tarumã","Manaus","AM"
"Armando Mendes","Manaus","AM"
"Zumbi dos Palmares","Manaus","AM"
"São José Operário","Manaus","AM"
"Tancredo Neves","Manaus","AM"
"Jorge Teixeira","Manaus","AM"
"Distrito Industrial II","Manaus","AM"
"Novo Aleixo","Manaus","AM"
"Cidade de Deus","Manaus","AM"
"Nova Cidade","Manaus","AM"
"Tarumã-Açu","Manaus","AM"
"Gilberto Mestrinho","Manaus","AM"
"Lago Azul","Manaus","AM"
"Santa Luzia","Manicoré","AM"
"Dom Bosco","Manicoré","AM"
"Rocinha","Manicoré","AM"
"Manicorezinho","Manicoré","AM"
"Auxiliadora","Manicoré","AM"
"Mazzarelo","Manicoré","AM"
"Nossa Senhora do Rosário","Manicoré","AM"
"São Domingos Sávio","Manicoré","AM"
"Colônia da Ribeira","Manicoré","AM"
"Centro","Manicoré","AM"
"Ipasea","Manicoré","AM"
"Mário Fonseca","Maués","AM"
"Centro","Maués","AM"
"Ramalho Júnior","Maués","AM"
"Maresia","Maués","AM"
"Santa Luzia","Maués","AM"
"Santa Tereza","Maués","AM"
"Do eden","Maués","AM"
"Donga Michiles","Maués","AM"
"Novo Bairro","Maués","AM"
"Vale do Sol","Nova Olinda do Norte","AM"
"Santa Maria","Nova Olinda do Norte","AM"
"Chicolândia","Nova Olinda do Norte","AM"
"Santa Luzia","Nova Olinda do Norte","AM"
"Nossa Senhora de Fátima","Nova Olinda do Norte","AM"
"Aerolândia","Nova Olinda do Norte","AM"
"Centro","Nova Olinda do Norte","AM"
"Centro","Novo Aripuanã","AM"
"Dos Trabalhadores","Novo Aripuanã","AM"
"Tv","Novo Aripuanã","AM"
"Japiim","Novo Aripuanã","AM"
"Nossa Senhora da Conceição","Novo Aripuanã","AM"
"Centro","Parintins","AM"
"Francesa","Parintins","AM"
"Santa Clara","Parintins","AM"
"Raimundo Muniz","Parintins","AM"
"Santa Rita","Parintins","AM"
"Palmares","Parintins","AM"
"Nossa Senhora de Nazaré","Parintins","AM"
"São Vicente de Paula","Parintins","AM"
"Emílio Moreira","Parintins","AM"
"Vitória Régia","Parintins","AM"
"São Benedito","Parintins","AM"
"São José","Parintins","AM"
"João Novo","Parintins","AM"
"Dejard Vieira","Parintins","AM"
"Distrito Industrial","Parintins","AM"
"Itaúna I","Parintins","AM"
"Jacareacanga","Parintins","AM"
"Paulo Corrêa","Parintins","AM"
"Itaúna II","Parintins","AM"
"Castanheira","Parintins","AM"
"Centro","Presidente Figueiredo","AM"
"Honório Roldão","Presidente Figueiredo","AM"
"Tancredo Neves","Presidente Figueiredo","AM"
"Urubuí","Presidente Figueiredo","AM"
"José Dutra","Presidente Figueiredo","AM"
"Morada do Sol","Presidente Figueiredo","AM"
"Sol Nascente","Presidente Figueiredo","AM"
"Aida Mendonça","Presidente Figueiredo","AM"
"Orquídeas","Presidente Figueiredo","AM"
"Galo da Serra","Presidente Figueiredo","AM"
"Maruaga","Presidente Figueiredo","AM"
"Waimiri","Presidente Figueiredo","AM"
"Atroari","Presidente Figueiredo","AM"
"Centro","Santo Antônio do Içá","AM"
"Franco","Santo Antônio do Içá","AM"
"Independência","Santo Antônio do Içá","AM"
"Presidente Vargas","Santo Antônio do Içá","AM"
"Pataquira","Santo Antônio do Içá","AM"
"Taboca","Santo Antônio do Içá","AM"
"São Francisco","Santo Antônio do Içá","AM"
"Alvaro Maia","Santo Antônio do Içá","AM"
"Planalto","Santo Antônio do Içá","AM"
"Santa Etelvina","Santo Antônio do Içá","AM"
"Campina","Santo Antônio do Içá","AM"
"Tarauacá","Santo Antônio do Içá","AM"
"Centro","São Paulo de Olivença","AM"
"Santa Terezinha","São Paulo de Olivença","AM"
"Benjamin Constant","São Paulo de Olivença","AM"
"de Campinas","São Paulo de Olivença","AM"
"Nosso Senhor do Bonfin","São Paulo de Olivença","AM"
"São João","São Paulo de Olivença","AM"
"Colônia São Sebastião","São Paulo de Olivença","AM"
"José Carlos Mestrinho","São Paulo de Olivença","AM"
"União","São Paulo de Olivença","AM"
"Centro","Silves","AM"
"Macajatuba","Silves","AM"
"Castanheira","Silves","AM"
"Panorama","Silves","AM"
"Governador Plinio Coelho","Silves","AM"
"Vila Costa","Silves","AM"
"Centro","Urucurituba","AM"
"Aparecida","Urucurituba","AM"
"Livramento","Urucurituba","AM"
"Pedreiras","Urucurituba","AM"
"Liberdade","Urucurituba","AM"
"São Lázaro","Urucurituba","AM"
"Tabocal","Urucurituba","AM"
"Centro","Boa Vista","RR"
"Calunga","Boa Vista","RR"
"São Vicente","Boa Vista","RR"
"Mecejana","Boa Vista","RR"
"São Francisco","Boa Vista","RR"
"Trinta e um de Março","Boa Vista","RR"
"Aparecida","Boa Vista","RR"
"Canarinho","Boa Vista","RR"
"São Pedro","Boa Vista","RR"
"Treze de Setembro","Boa Vista","RR"
"Pricumã","Boa Vista","RR"
"Liberdade","Boa Vista","RR"
"Jardim Floresta","Boa Vista","RR"
"Aeroporto","Boa Vista","RR"
"Dos Estados","Boa Vista","RR"
"Paraviana","Boa Vista","RR"
"Caçari","Boa Vista","RR"
"Buritis","Boa Vista","RR"
"Marechal Rondon","Boa Vista","RR"
"Asa Branca","Boa Vista","RR"
"Cambará","Boa Vista","RR"
"Tancredo Neves","Boa Vista","RR"
"Caimbé","Boa Vista","RR"
"Caranã","Boa Vista","RR"
"Centenário","Boa Vista","RR"
"Governador Aquilino Mota Duarte","Boa Vista","RR"
"Operário","Boa Vista","RR"
"Jardim Tropical","Boa Vista","RR"
"Nova Canaã","Boa Vista","RR"
"Jardim Equatorial","Boa Vista","RR"
"Cauamé","Boa Vista","RR"
"Alvorada","Boa Vista","RR"
"Professora Araceli Souto Maior","Boa Vista","RR"
"Bela Vista","Boa Vista","RR"
"Cinturão Verde","Boa Vista","RR"
"Dr. Silvio Leite","Boa Vista","RR"
"Jardim Primavera","Boa Vista","RR"
"Jóquei Clube","Boa Vista","RR"
"Nova Cidade","Boa Vista","RR"
"Pintolândia","Boa Vista","RR"
"Dr. Silvio Botelho","Boa Vista","RR"
"Santa Luzia","Boa Vista","RR"
"Senador Hélio Campos","Boa Vista","RR"
"Piscicultura","Boa Vista","RR"
"Raiar do Sol","Boa Vista","RR"
"Santa Tereza","Boa Vista","RR"
"União","Boa Vista","RR"
"Jardim Caranã","Boa Vista","RR"
"Cidade Satélite","Boa Vista","RR"
"Olímpico","Boa Vista","RR"
"Doutor Airton Rocha","Boa Vista","RR"
"Laura Moreira","Boa Vista","RR"
"Murilo Teixeira Cidade","Boa Vista","RR"
"5 de Outubro","Boa Vista","RR"
"São Bento","Boa Vista","RR"
"Centro","Abaetetuba","PA"
"São José","Abaetetuba","PA"
"São Lourenço","Abaetetuba","PA"
"Aviação","Abaetetuba","PA"
"Santa Rosa","Abaetetuba","PA"
"Algodoal","Abaetetuba","PA"
"São João","Abaetetuba","PA"
"Francilândia","Abaetetuba","PA"
"Cristo Redentor","Abaetetuba","PA"
"São Sebastião","Abaetetuba","PA"
"São Domingos da Angélica","Abaetetuba","PA"
"Mutirão","Abaetetuba","PA"
"Castanhal","Abaetetuba","PA"
"Santa Clara","Abaetetuba","PA"
"Capim Marinho","Afuá","PA"
"Centro","Altamira","PA"
"Esplanada do Xingu","Altamira","PA"
"Jardim Uirapuru","Altamira","PA"
"Jardim Independente II","Altamira","PA"
"Brasília","Altamira","PA"
"Liberdade","Altamira","PA"
"Boa Esperança","Altamira","PA"
"Colinas","Altamira","PA"
"Sudam I","Altamira","PA"
"Premem","Altamira","PA"
"Sudam II","Altamira","PA"
"Jardim Independente I","Altamira","PA"
"Ibiza","Altamira","PA"
"Bela Vista","Altamira","PA"
"Multirão","Altamira","PA"
"Jardim Altamira","Altamira","PA"
"Aparecida","Altamira","PA"
"Alberto Soares","Altamira","PA"
"Nova Altamira","Altamira","PA"
"Batista Campos","Belém","PA"
"Canudos","Belém","PA"
"Cidade Velha","Belém","PA"
"Condor","Belém","PA"
"Cremação","Belém","PA"
"Guamá","Belém","PA"
"Jurunas","Belém","PA"
"Marambaia","Belém","PA"
"Marco","Belém","PA"
"Fátima","Belém","PA"
"Nazaré","Belém","PA"
"Pedreira","Belém","PA"
"Reduto","Belém","PA"
"Sacramenta","Belém","PA"
"São Bras","Belém","PA"
"Souza","Belém","PA"
"Telégrafo","Belém","PA"
"Montese","Terra Firme","Belém","PA"
"Campina","Belém","PA"
"Umarizal","Belém","PA"
"Barreiro","Belém","PA"
"Maracangalha","Belém","PA"
"Miramar","Belém","PA"
"Curió-Utinga","Belém","PA"
"Val-de-Cães","Belém","PA"
"Mangueirão","Belém","PA"
"Universitário","Belém","PA"
"Castanheira","Belém","PA"
"Guanabara","Belém","PA"
"Águas Lindas","Belém","PA"
"Aurá","Belém","PA"
"Bengui","Belém","PA"
"Cabanagem","Belém","PA"
"Coqueiro","Belém","PA"
"Parque Verde","Belém","PA"
"Pratinha","Belém","PA"
"São Clemente","Belém","PA"
"Tapanã","Belém","PA"
"Una","Belém","PA"
"Águas Negras","Belém","PA"
"Agulha","Belém","PA"
"Campina de Icoaraci","Belém","PA"
"Cruzeiro","Belém","PA"
"Maracacuera","Belém","PA"
"Paracuri","Belém","PA"
"Parque Guajará","Belém","PA"
"Ponta Grossa","Belém","PA"
"Tenoné","Belém","PA"
"São João do Outeiro","Belém","PA"
"Itaiteua","Belém","PA"
"Brasília","Belém","PA"
"Água Boa","Belém","PA"
"Aeroporto","Belém","PA"
"Arirambá","Belém","PA"
"Carananduba","Belém","PA"
"Caruara","Belém","PA"
"Farol","Belém","PA"
"Mangueiras","Belém","PA"
"Maracajá","Belém","PA"
"Natal do Murubira","Belém","PA"
"Porto Arthur","Belém","PA"
"São Francisco","Belém","PA"
"Sucurijuquara","Belém","PA"
"Vila","Belém","PA"
"Praia Grande","Belém","PA"
"Chapéu Virado","Belém","PA"
"Murubira","Belém","PA"
"Bonfim","Belém","PA"
"Marahú","Belém","PA"
"Paraíso","Belém","PA"
"Baía do Sol","Belém","PA"
"Centro","Bragança","PA"
"Riozinho","Bragança","PA"
"Alegre","Bragança","PA"
"Cereja","Bragança","PA"
"Padre Luis","Bragança","PA"
"Aldeia","Bragança","PA"
"Morro","Bragança","PA"
"Samaumapara","Bragança","PA"
"Vila Nova","Bragança","PA"
"Taíra","Bragança","PA"
"Vila Sinhá","Bragança","PA"
"Perpétuo Socorro","Bragança","PA"
"Novo Horizonte","Breu Branco","PA"
"Japonês","Breu Branco","PA"
"Centro","Breu Branco","PA"
"Bela Vista","Breu Branco","PA"
"Novo Paraíso","Breu Branco","PA"
"Continental","Breu Branco","PA"
"Felicidade","Breu Branco","PA"
"Liberdade","Breu Branco","PA"
"Conquista","Breu Branco","PA"
"Emerêncio","Conceição do Araguaia","PA"
"Jardim Petrópolis","Conceição do Araguaia","PA"
"Olaria Norte","Conceição do Araguaia","PA"
"Giovamira","Conceição do Araguaia","PA"
"Morada do Sol","Conceição do Araguaia","PA"
"Vila Real","Conceição do Araguaia","PA"
"Canudinho","Conceição do Araguaia","PA"
"Universitário","Conceição do Araguaia","PA"
"Vila Amizade","Conceição do Araguaia","PA"
"Novo Araguaia","Conceição do Araguaia","PA"
"Tancredo Neves","Conceição do Araguaia","PA"
"Centro","Conceição do Araguaia","PA"
"São Luiz I","Conceição do Araguaia","PA"
"São Luiz II","Conceição do Araguaia","PA"
"Capelinha","Conceição do Araguaia","PA"
"Dos Pescadores","Conceição do Araguaia","PA"
"Vila Nova","Conceição do Araguaia","PA"
"Cruzeiro","Conceição do Araguaia","PA"
"Centro","Curuá","PA"
"Curuá Velho","Curuá","PA"
"Nossa Senhora do Carmo","Curuá","PA"
"Nova Floresta","Curuá","PA"
"Planalto","Curuá","PA"
"Cidade Nova","Curuá","PA"
"Santa Terezinha","Curuá","PA"
"Santa Maria Goretti","Curuá","PA"
"Ribeirinho","Curuá","PA"
"Porto de Cima","Faro","PA"
"Centro da Cidade","Faro","PA"
"Campina","Faro","PA"
"Nossa Senhora de Aparecida","Faro","PA"
"Morumbi","Faro","PA"
"Cidade Baixa","Monte Alegre","PA"
"Papagaio","Monte Alegre","PA"
"Serra Oriental","Monte Alegre","PA"
"Curaxi","Monte Alegre","PA"
"Serra Ocidental","Monte Alegre","PA"
"Turu","Monte Alegre","PA"
"Pajuçara","Monte Alegre","PA"
"Planalto","Monte Alegre","PA"
"Parque Vale do Sol","Novo Repartimento","PA"
"Parque Morumbi","Novo Repartimento","PA"
"Parque Vila Nova","Novo Repartimento","PA"
"Parque da Ladeira","Novo Repartimento","PA"
"Parque Uirapuru","Novo Repartimento","PA"
"Parque Vila Tucuruí","Novo Repartimento","PA"
"Parque Espigão","Novo Repartimento","PA"
"Centro","Óbidos","PA"
"Lourdes","Óbidos","PA"
"Fátima","Óbidos","PA"
"Santa Terezinha","Óbidos","PA"
"Cidade Nova","Óbidos","PA"
"São Francisco","Óbidos","PA"
"Bela Vista","Óbidos","PA"
"Perpétuo Socorro","Óbidos","PA"
"Centro","Salvaterra","PA"
"Coqueirinho","Salvaterra","PA"
"Marabá","Salvaterra","PA"
"Paes de Carvalho","Salvaterra","PA"
"Cajú","Salvaterra","PA"
"Aldeia","Santarém","PA"
"Fátima","Santarém","PA"
"Aparecida","Santarém","PA"
"Santa Clara","Santarém","PA"
"Santíssimo","Santarém","PA"
"Prainha","Santarém","PA"
"Aeroporto Velho","Santarém","PA"
"Esperança","Santarém","PA"
